削除フラグ,【基本】Bカート商品ID,【基本】商品名,【基本】商品管理番号,【基本】キャッチコピー,【基本】メインカテゴリID,【基本】サブカテゴリID,【基本】特集ID（1）,【基本】特集ID（2）,【基本】特集ID（3）,【基本】生産地,【基本】サイズ,【基本】素材,【基本】注意事項,【基本】商品特徴,【基本】カスタム項目1,【基本】カスタム項目2,【基本】カスタム項目3,【基本】カスタム項目4,【基本】カスタム項目5,【基本】カスタム項目6,【基本】カスタム項目7,【基本】説明,【基本】meta_title,【基本】meta_keywords,【基本】meta_description,【基本】画像,【基本】商品グループID,【基本】状態,【基本】商品非表示グループ,【基本】商品非表示の例外(顧客ID),【基本】販売開始日時,【基本】販売終了日時,【基本】更新日時,【基本】レスポンシブ上部フリースペース,【基本】レスポンシブ中部フリースペース,【基本】レスポンシブ下部フリースペース,【基本】ダウンロードファイルパス（zipなど）,【基本】レコメンド,【基本】商品一覧表示パターン,【基本】表示順,【セット】BカートセットID,【セット】セット名,【セット】品番,【セット】JANコード,【セット】ロケーション,【セット】上代タイプ,【セット】上代,【セット】配送グループ,【セット】配送サイズ,【セット】カスタム項目1,【セット】カスタム項目2,【セット】カスタム項目3,【セット】商品オプションID,【セット】説明,【セット】単価,【セット】特別価格,【セット】入数,【セット】単位,【セット】税区分,【セット】最小注文可能数,【セット】最大注文可能数,【セット】在庫,【セット】在庫制限,【セット】在庫表示パターン,【セット】在庫わずか数,【セット】売上数,【セット】決済制限,【セット】表示順,【セット】商品グループID,【セット】状態,【セット】商品セット非表示グループ,【セット】商品セット非表示の例外(顧客ID),【セット】更新日時,【セット】グループ価格1,【セット】グループ価格2,【セット】グループ価格3,【セット】グループ価格4,【セット】グループ価格5,【セット】グループ価格6,【セット】グループ価格7,【セット】グループ価格8,【セット】グループ価格9,【セット】グループ価格10,サブ画像1,サブ画像2,サブ画像3,サブ画像4,サブ画像5,サブ画像6,サブ画像キャプション1,サブ画像キャプション2,サブ画像キャプション3,サブ画像キャプション4,サブ画像キャプション5,サブ画像キャプション6
,4786,南方 純米 超辛口 ライトタイプ,,創業者の名前が付いた酒 世界一統の自信作,113,,2,9,,和歌山県,,,,,,,,,,,,"通常ラインナップの「超辛口純米」より度数を少し抑えて醸された限定酒です。
 日本酒の辛口度合を表す「日本酒度」は「超辛」の名に恥じないものとなっています。
 適度な米の旨みを感じつつ、超辛口のライトタイプならではのスッキリ感。
 飽きることなく飲み続けられるお酒となっています。",,,本,https://www.af-1.jp/bottle/12626.jpg,,非表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12626.png"">",,,0,0,6306,南方 純米 超辛口 ライトタイプ 1.8L,12626,,,非表示,0,弊社指定の運送会社,3000,,,,,,2600,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2600,2600,2600,2600,,,,,,,,,,,,,南方 純米 超辛口 ライトタイプ,,,,,
,4786,南方 純米 超辛口 ライトタイプ,,創業者の名前が付いた酒 世界一統の自信作,113,,2,9,,和歌山県,,,,,,,,,,,,"通常ラインナップの「超辛口純米」より度数を少し抑えて醸された限定酒です。
 日本酒の辛口度合を表す「日本酒度」は「超辛」の名に恥じないものとなっています。
 適度な米の旨みを感じつつ、超辛口のライトタイプならではのスッキリ感。
 飽きることなく飲み続けられるお酒となっています。",,,本,https://www.af-1.jp/bottle/12626.jpg,,非表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12626.png"">",,,0,0,6310,南方 純米 超辛口 ライトタイプ 720ml,12627,,,非表示,0,弊社指定の運送会社,1250,,,,,,1250,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1250,1250,1250,1250,,,,,,,,,,,,,南方 純米 超辛口 ライトタイプ,,,,,
,4787,南方 特別純米 美山錦,,夏限定の南方は、サッパリ爽快！,113,,9,,,和歌山県,,,,,,,,,,,,"夏の時期にだけ出荷される南方の限定酒が「美山錦」使用の南方です。
 美山錦は、長野県で誕生した酒米で、酒米の中での生産量はなんと第三位を誇ります。
 美山錦の特徴は淡麗になりやすいというところ。
 南方でもその美山錦の特徴を生かし、穏やかな香りの7号酵母を使用し、食にも合う淡麗辛口な味わいに。
とはいえ南方らしい、あの米の旨み詰まった芳醇さもところどころに姿を現します。
スッキリとキレの良い酸味がアクセントとなっています。",,,本,https://www.af-1.jp/bottle/13071.jpg,,表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">美山錦 </td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">55%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12628.png"">",,,0,0,6307,南方 特別純米 美山錦 720ml,12628,,,非表示,0,弊社指定の運送会社,1250,,,,,,1250,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1250,1250,1250,1250,,,,,,,,,,,,,南方 特別純米 美山錦,,,,,
,4790,ちょぼろく 純米酒,,"猫のように
自由で伸びやかな純米酒！",113,,,,,和歌山県,,,,,,,,,,,,"和歌山が生んだ『知の巨人』南方熊楠。
 熊楠は猫好きで、拾ってきた猫に「ちょぼ六」と名付け可愛がっていました。
 南方熊楠の生家である和歌山の造り酒屋『世界一統』は熊楠の「ちょぼろく」に
 あやかり、猫のように自由で楽しい発想を持って、新しくこだわりの純米酒を
誕生させました。
ふんわり優しいお米の味わいは、懐かしさや親しみを感じます。燗でもおすすめ。
 伸びやかで柔軟性のある味わいを、ぜひお楽しみください！",,,本,https://www.af-1.jp/bottle/12773.jpg,,表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">和歌山県産ヒカリ新世紀</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">93％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12773.png"">",,,0,0,6312,ちょぼろく 純米酒 1.8L,12773,,,非表示,0,弊社指定の運送会社,3000,,,,,,2400,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2400,2400,2400,2400,,,,,,,,,,,,,ちょぼろく 純米酒,,,,,
,4790,ちょぼろく 純米酒,,"猫のように
自由で伸びやかな純米酒！",113,,,,,和歌山県,,,,,,,,,,,,"和歌山が生んだ『知の巨人』南方熊楠。
 熊楠は猫好きで、拾ってきた猫に「ちょぼ六」と名付け可愛がっていました。
 南方熊楠の生家である和歌山の造り酒屋『世界一統』は熊楠の「ちょぼろく」に
 あやかり、猫のように自由で楽しい発想を持って、新しくこだわりの純米酒を
誕生させました。
ふんわり優しいお米の味わいは、懐かしさや親しみを感じます。燗でもおすすめ。
 伸びやかで柔軟性のある味わいを、ぜひお楽しみください！",,,本,https://www.af-1.jp/bottle/12773.jpg,,表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">和歌山県産ヒカリ新世紀</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">93％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12773.png"">",,,0,0,6311,ちょぼろく 純米酒 720ml,12774,,,非表示,0,弊社指定の運送会社,1250,,,,,,1300,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1300,1300,1300,1300,,,,,,,,,,,,,ちょぼろく 純米酒,,,,,
,4787,南方 特別純米 美山錦,,夏限定の南方は、サッパリ爽快！,113,,9,,,和歌山県,,,,,,,,,,,,"夏の時期にだけ出荷される南方の限定酒が「美山錦」使用の南方です。
 美山錦は、長野県で誕生した酒米で、酒米の中での生産量はなんと第三位を誇ります。
 美山錦の特徴は淡麗になりやすいというところ。
 南方でもその美山錦の特徴を生かし、穏やかな香りの7号酵母を使用し、食にも合う淡麗辛口な味わいに。
とはいえ南方らしい、あの米の旨み詰まった芳醇さもところどころに姿を現します。
スッキリとキレの良い酸味がアクセントとなっています。",,,本,https://www.af-1.jp/bottle/13071.jpg,,表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">美山錦 </td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">55%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12628.png"">",,,0,0,8342,南方 特別純米 美山錦 1.8L,13071,,,非表示,0,弊社指定の運送会社,3000,,,,,,2600,,1,本,1,,,0,0,1,0,0,,5,,表示,,,2022/3/1 16:26,2600,2600,2600,2600,,,,,,,,,,,,,南方 特別純米 美山錦,,,,,
,4085,羅生門 吟醸 鳳凰（箱入）,,銘酒「羅生門」この味には芥川龍之介も驚くはずです,114,,2,,,和歌山県,,,,,,,,,,,,"モンドセレクションでも金賞受賞経験のある羅生門をお手軽な価格で存分に満喫していただけます。
非常に素晴らしい、コストパフォーマンスに優れた品質の高い逸品です。
やわらかで、透き通るような喉越しは羅生門らしさに溢れています。
贈答品としてもオススメです。",,,,https://www.af-1.jp/bottle/11129.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">五百万石・キヌムスメ・あけぼの</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11129.png"">",,,0,0,5527,羅生門 吟醸 鳳凰（箱入） 1.8L,11129,,,非表示,0,弊社指定の運送会社,3000,,,,,,3000,,1,本,1,,,3,0,1,0,0,,0,,表示,,,,3000,3000,3000,3000,,,,,,,,,,,,,羅生門 吟醸 鳳凰（箱入）,,,,,
,4085,羅生門 吟醸 鳳凰（箱入）,,銘酒「羅生門」この味には芥川龍之介も驚くはずです,114,,2,,,和歌山県,,,,,,,,,,,,"モンドセレクションでも金賞受賞経験のある羅生門をお手軽な価格で存分に満喫していただけます。
非常に素晴らしい、コストパフォーマンスに優れた品質の高い逸品です。
やわらかで、透き通るような喉越しは羅生門らしさに溢れています。
贈答品としてもオススメです。",,,,https://www.af-1.jp/bottle/11129.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">五百万石・キヌムスメ・あけぼの</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11129.png"">",,,0,0,5528,羅生門 吟醸 鳳凰（箱入） 720ml,11130,,,非表示,0,弊社指定の運送会社,1250,,,,,,1500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1500,1500,1500,1500,,,,,,,,,,,,,羅生門 吟醸 鳳凰（箱入）,,,,,
,4086,羅生門 純米吟醸,,地元和歌山の名水「紀の川」の伏流水使用凛とした爽快感のある辛口酒,114,,,,,和歌山県,,,,,,,,,,,,"自然豊かな和歌山を雄大に流れる名川「紀ノ川」。
その伏流水と、酒造りに最適な兵庫県吉川産「山田錦」で仕込み、醸し上げました。
純米吟醸ならではの穏やかで品のある香り、凛とした爽快な味わいで、非常にバランスのとれた辛口のお酒です。",,,,https://www.af-1.jp/bottle/11138.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度以上16度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11138.png"">",,,0,0,5529,羅生門 純米吟醸 (箱入) 1.8L,11138,,,非表示,0,弊社指定の運送会社,3000,,,,,,3300,,1,本,1,,,3,0,1,0,0,,0,,表示,,,,3300,3300,3300,3300,,,,,,,,,,,,,羅生門 純米吟醸,,,,,
,4089,羅生門 大吟醸 鳳寿（箱入）,,羅生門のセカンドラベルまろやかで風味溢れるレア酒,114,,,,,和歌山県,,,,,,,,,,,,"羅生門のセカンドラベル「鳳寿」です。
素晴らしい深みと、まろやかでオリジナルな風味が絶妙な味を醸し出しています。 
出荷本数が極めて少ない・これもまた「幻の銘酒」。
通常大吟醸クラスの価格帯ですが、鳳寿は価格以上の価値を感じさせるとても素晴らしい逸品です。",,,,https://www.af-1.jp/bottle/11140.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">49％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">大吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11140.png"">",,,0,0,5534,羅生門 大吟醸 鳳寿 (箱入) 1.8L,11140,,,非表示,0,弊社指定の運送会社,3000,,,,,,5000,,1,本,1,,,3,0,1,0,0,,0,,表示,,,,5000,5000,5000,5000,,,,,,,,,,,,,羅生門 大吟醸 鳳寿（箱入）,,,,,
,4089,羅生門 大吟醸 鳳寿（箱入）,,羅生門のセカンドラベルまろやかで風味溢れるレア酒,114,,,,,和歌山県,,,,,,,,,,,,"羅生門のセカンドラベル「鳳寿」です。
素晴らしい深みと、まろやかでオリジナルな風味が絶妙な味を醸し出しています。 
出荷本数が極めて少ない・これもまた「幻の銘酒」。
通常大吟醸クラスの価格帯ですが、鳳寿は価格以上の価値を感じさせるとても素晴らしい逸品です。",,,,https://www.af-1.jp/bottle/11140.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">49％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">大吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11140.png"">",,,0,0,5535,羅生門 大吟醸 鳳寿 (箱入) 720ml,11141,,,非表示,0,弊社指定の運送会社,1250,,,,,,2500,,1,本,1,,,3,0,1,0,0,,0,,表示,,,,2500,2500,2500,2500,,,,,,,,,,,,,羅生門 大吟醸 鳳寿（箱入）,,,,,
,4088,羅生門 純米大吟醸 龍寿（箱入）,,羅生門最高ランクのお酒幻の名酒と呼ぶに相応しい逸品,114,,,,,和歌山県,,,,,,,,,,,,"国際的な酒類・食品などの品評組織、モンドセレクション（本部・ブリュッセル）の国際コンクールにて1989年の初受賞以来、特別金賞を受賞し続けている幻のお酒です。
絹のように透き通った喉越しに、アルコール感を感じさせない綺麗なお酒。
きわめて生産量が少なく幻と言うのにふさわしい酒です。",,,,https://www.af-1.jp/bottle/11142.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">39％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米大吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11142.png"">",,,0,0,5532,羅生門 純米大吟醸 龍寿 (箱入) 1.8L,11142,,,非表示,0,弊社指定の運送会社,3000,,,,,,10000,,1,本,1,,,2,0,1,0,0,,0,,表示,,,,10000,10000,10000,10000,,,,,,,,,,,,,羅生門 純米大吟醸 龍寿（箱入）,,,,,
,4088,羅生門 純米大吟醸 龍寿（箱入）,,羅生門最高ランクのお酒幻の名酒と呼ぶに相応しい逸品,114,,,,,和歌山県,,,,,,,,,,,,"国際的な酒類・食品などの品評組織、モンドセレクション（本部・ブリュッセル）の国際コンクールにて1989年の初受賞以来、特別金賞を受賞し続けている幻のお酒です。
絹のように透き通った喉越しに、アルコール感を感じさせない綺麗なお酒。
きわめて生産量が少なく幻と言うのにふさわしい酒です。",,,,https://www.af-1.jp/bottle/11142.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">39％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米大吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11142.png"">",,,0,0,5533,羅生門 純米大吟醸 龍寿 (箱入) 720ml,11143,,,非表示,0,弊社指定の運送会社,1250,,,,,,5000,,1,本,1,,,7,0,1,0,0,,0,,表示,,,,5000,5000,5000,5000,,,,,,,,,,,,,羅生門 純米大吟醸 龍寿（箱入）,,,,,
,4083,さとこのお酒 純米吟醸,,原料全てを和歌山のものを使用女性杜氏が醸したお酒,114,,,,,和歌山県,,,,,,,,,,,,"全国的にも珍しい女性杜氏が醸した「さとこのお酒」醸し人は七代目杜氏、長谷川聡子さん。
原料には米、水、酵母、全て和歌山のものを使っています。
メディアにも美人杜氏として紹介され、一時は全く手に入らないほどの人気がありました。
しかし、もう10年目近くになる「さとこのお酒」は、そんな一時のブームなどではなく、その味わいからしっかりとしたファンが多く居るお酒にまでなっています。
米由来の味わい深い風味の中に、日本酒らしいアルコール感もしっかりと存在しており、
きっとお酒好きな方にも納得いただける仕上がりとなっています。",,,,https://www.af-1.jp/bottle/11471.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度以上16度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11471.png"">",,,0,0,5524,さとこのお酒 純米吟醸 720ml,11471,,,非表示,0,弊社指定の運送会社,1250,,,,,,1600,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1600,1600,1600,1600,,,,,,,,,,,,,さとこのお酒 純米吟醸,,,,,
,4084,羅生門 吟醸 鳳凰 無濾過生原酒,,飲み口の上品さが光る鳳凰の限定酒。,114,,,,,和歌山県,,,,,,,,,,,,"羅生門の人気ラベル「鳳凰」が生酒となって限定出荷。
冬に搾られたお酒を初夏まで熟成させたお酒です。
しぼりたて酒特有の荒く、力強い味わいは約半年の熟成を経てまろやかで円みを帯びています。
香りは控えめですが、含んでみるとゆったりとした優しい旨みが膨らみます。
原酒らしく最初から最後まで旨みが感じられる味わいで、深みは抜群。
度数は17-18度と高めの度数ですが非常に飲みやすいお酒です。",,,,https://www.af-1.jp/bottle/12245.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度以上18度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12245.png"">",,,0,0,5525,羅生門 吟醸 鳳凰 無濾過生原酒 1.8L,12245,,,非表示,0,弊社指定の運送会社,3000,,,,,,3000,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,3000,3000,3000,3000,,,,,,,,,,,,,羅生門 吟醸 鳳凰 無濾過生原酒,,,,,
,4084,羅生門 吟醸 鳳凰 無濾過生原酒,,飲み口の上品さが光る鳳凰の限定酒。,114,,,,,和歌山県,,,,,,,,,,,,"羅生門の人気ラベル「鳳凰」が生酒となって限定出荷。
冬に搾られたお酒を初夏まで熟成させたお酒です。
しぼりたて酒特有の荒く、力強い味わいは約半年の熟成を経てまろやかで円みを帯びています。
香りは控えめですが、含んでみるとゆったりとした優しい旨みが膨らみます。
原酒らしく最初から最後まで旨みが感じられる味わいで、深みは抜群。
度数は17-18度と高めの度数ですが非常に飲みやすいお酒です。",,,,https://www.af-1.jp/bottle/12245.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度以上18度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12245.png"">",,,0,0,5526,羅生門 吟醸 鳳凰 無濾過生原酒 720ml,12246,,,非表示,0,弊社指定の運送会社,1250,,,,,,1500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1500,1500,1500,1500,,,,,,,,,,,,,羅生門 吟醸 鳳凰 無濾過生原酒,,,,,
,4087,羅生門 純米 ひやおろし,,夏の間じっくりと旨味を育んだ羅生門の秋酒,114,,2,10,,和歌山県,,,,,,,,,,,,"純米酒ながら、華やかさを感じる和歌山の地酒、「羅生門」のひやおろしです。
豊かな香りは口にした後も含み香として優雅さを広げ、米の旨みが詰まった味わいと絶妙にマッチします。
またしっかりとした辛さもあり、羅生門らしいキレの良さが感じられます。
これから先の熟成も楽しみなお酒で、冷蔵庫でひっそりとその時期を待つのも一つの楽しみかもしれません。",,,,https://www.af-1.jp/bottle/12373.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">五百万石</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度以上16度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12373.png"">",,,0,0,5530,羅生門 純米辛口 ひやおろし 1.8L,12373,,,非表示,0,弊社指定の運送会社,3000,,,,,,2200,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2200,2200,2200,2200,,,,,,,,,,,,,羅生門 純米 ひやおろし,,,,,
,4087,羅生門 純米 ひやおろし,,夏の間じっくりと旨味を育んだ羅生門の秋酒,114,,2,10,,和歌山県,,,,,,,,,,,,"純米酒ながら、華やかさを感じる和歌山の地酒、「羅生門」のひやおろしです。
豊かな香りは口にした後も含み香として優雅さを広げ、米の旨みが詰まった味わいと絶妙にマッチします。
またしっかりとした辛さもあり、羅生門らしいキレの良さが感じられます。
これから先の熟成も楽しみなお酒で、冷蔵庫でひっそりとその時期を待つのも一つの楽しみかもしれません。",,,,https://www.af-1.jp/bottle/12373.jpg,,表示,,,,,2021/3/16 15:39,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">五百万石</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度以上16度未満</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12373.png"">",,,0,0,5531,羅生門 純米辛口 ひやおろし 720ml,12374,,,非表示,0,弊社指定の運送会社,1250,,,,,,1100,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1100,1100,1100,1100,,,,,,,,,,,,,羅生門 純米 ひやおろし,,,,,
,4791,平井六右衛門 遊山 純米,,"ふわり膨らむ甘みと
締りある旨み!",138,,,,,岩手県,,,,,,,,,,,,"やわらかく芳醇にふくらむ含み香と酸味と共に広がるのびのびとした米の旨味が特徴の純米酒です。
 岩手県産「ぎんおとめ」を使用し、伝統製法「生?」でしっかりと丁寧な仕上がり。

 余計な甘味は残さず、キレの良い味わいで冷酒からぬる燗まで幅広く楽しめます。
 嫌味のないおだやかな味わいで相性の良いお料理も多彩なため、食中酒にもおすすめです。",,,本,https://www.af-1.jp/bottle/12539.jpg,,表示,,,,,2021/2/21 17:57,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">ぎんおとめ</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
   <tr>
    <th class=""spec"">度数</th><td class=""spec"">15度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_12539.png"">",,,0,0,6314,平井六右衛門 遊山 純米 1.8L,12539,,,非表示,0,弊社指定の運送会社,3000,,,,,,2500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2500,2500,2500,2500,,,,,,,,,,,,,平井六右衛門 遊山 純米,,,,,
